KL_driver,KL_ui,KL_kendaraan,H_kesesuaian,H_terjangkau,H_transparansi,I_pengembangan layanan,I_kemudahan,I_keberhasilan,L_setia,L_rekom,L_kepuasan
13.375574645811032,206.1645094040571,28.28141042878597,7.431156597649236,6.798945925609493,10.877779618878792,9.860153396486174,13.86970014065549,20.257442539539316,11.32122817332814,11.382974393859765,20.48872884451973
27.421840527322484,236.08287167050122,17.549749370656375,21.353523787995083,20.27042049797549,32.2141130607582,13.85930529789722,14.468985365876717,25.294034578507752,23.462510974757674,23.78854692585348,31.087380178563482
14.961952171230056,99.11945323315129,8.557686028210039,8.690827705549582,7.490328192595095,12.87898554473627,13.024072230296667,18.407261049620463,17.186997883385025,24.830364052870053,25.901090478029626,11.941776948711416
13.256908948588153,36.86639311155689,8.557686028210039,8.327177523555125,9.135623967238887,10.877779618878792,6.877996207668814,8.87748641569337,11.712375654662903,6.838279094597367,9.001812227459405,16.351107921790568
42.15406096194774,253.65012588427112,24.37467937662291,28.355743622900395,25.547315142441974,50.779341729223184,13.562101296264558,20.03214271160433,24.504995806958938,20.259281916178157,14.554012229570674,26.880655516619257
34.037445894138536,220.87218266294283,21.161975920909676,25.76193925990029,18.22224241136861,32.45402670739501,14.320876438071652,21.24858208977674,32.61794371734432,33.064931939271155,20.748215064254172,24.017655332136002
30.51381391336686,121.52859424052127,20.049186020531707,27.674035846099304,15.86553595059116,30.651271137447374,13.763523264343455,18.819621709052875,23.20720774355423,23.320536997500266,19.95586737508361,21.548455907405202
26.19082952949695,156.46116534335286,17.939501448160435,12.157727399368135,11.249442692072252,24.15528574223774,11.96067186271459,12.824465469176818,18.546038125221774,7.699589709109206,8.843322222064716,21.444652597461534
19.150588467532383,135.43890850565043,8.557686028210039,11.674024332183796,6.798945925609493,12.053611049642313,11.887317927571177,15.54939483330302,13.405684340280429,19.140361877277456,19.9074543425668,21.326240709935867
46.58276022538114,219.96407626482141,21.66475499611875,18.619273637140342,22.179797151636674,52.7910306428204,16.466115567719392,21.355356033436184,28.170855304726327,24.38391295764796,11.65521620877572,20.654570460102082
37.34016322389113,169.33694934062473,25.20845566427731,20.72946950221478,17.918772506108418,43.091271507675934,13.236882567316263,21.396320342082056,27.46223650447746,20.643678118534805,23.16872829375358,34.95128313636714
30.838330311817053,289.9094302440856,25.55760724819409,21.42427725906764,24.260672093034344,44.467929014168064,17.399636399910108,25.307619149297974,33.6319448330806,28.578849202918406,25.110072769439498,32.12681616857547
35.31740339163914,236.41404861335795,28.994812526528797,7.431156597649236,14.886529977777203,41.42134904992844,9.644722733141753,13.558941868822966,23.176476226779283,12.839759913400368,27.21344149335091,36.71113981965862
29.186133217975065,134.976620361183,19.749813290247097,23.676792469315433,20.938298942225565,49.52109456220304,17.294299193122377,22.70730590671343,25.042657589491583,21.523634832894537,21.66769025515223,27.482393737819052
16.327941104105477,109.32105536115284,21.298403171667065,9.323433240600055,8.734301001498622,21.953204474343583,8.837631288293288,16.363701155658447,13.27567561960743,11.6164810247687,20.865750782496495,22.803044825065165
21.44776568190716,63.74957369360321,14.427804009436597,14.251525564751796,10.607574429656081,19.384295692391316,7.384318179571403,13.222378510204212,15.329889340145352,27.529827472554558,20.738638624887376,21.323247601097258
21.86424184451109,153.27063601595628,19.17967452511859,18.255434425181278,15.798806207781077,36.124256574752195,15.348890353378732,16.34140009885983,21.149779833708052,12.00236947962816,17.399491011594037,15.71797277858352
34.73405926157612,206.6096893083478,23.707592863607807,28.532968683612015,25.67721488307328,51.6827579835799,19.424727800489364,26.262322958484198,26.87578665107336,24.945263232768866,30.75083893540048,43.90051417896754
22.469252756272734,162.0779293847083,21.94107334147421,8.032728050744469,7.615075376497864,17.709586775669674,9.058488217977484,8.87748641569337,9.81929168103523,16.26811356715433,16.750572037813377,16.29253808400919
26.024962743420705,100.63170087014922,8.557686028210039,11.70615563908621,15.579821538018736,25.806576396323667,10.713820499123944,16.012554430762865,13.220138835961954,8.631581579829382,21.244803084062006,17.796206694335464
32.66015176060883,281.2759872585223,24.28148473154117,27.953094551563616,21.409656317890438,44.91735979921795,17.31334659777673,22.283172837878006,29.764769096706797,19.500303941017528,24.034251970422943,34.46632751391899
29.605696615260552,171.46451779650698,19.376228500827885,20.9805253396898,12.416945962263927,22.912274097243248,14.437331318297385,12.222546104506955,19.232585629641523,27.14184532468722,20.223741682268734,31.447197471034304
19.6955707934574,135.07311196019486,13.603295810579647,8.376066344609956,9.739484244673598,15.853654268231141,8.170329813650575,10.333855058220406,9.81929168103523,20.02769185925103,13.724087009237978,25.846987587810634
37.100850598078424,223.50563907379671,17.39278289655069,25.039660528402408,16.808442185541796,24.494945460623025,15.585231778441539,20.26490408537026,23.0332869878266,27.482953181067153,16.884473268886055,27.938821063918525
36.452272215248286,239.3264761335639,20.670344483163085,21.67730871076522,21.721337678877173,44.72424870224822,14.864551185127848,20.67152813769375,25.12092621282118,31.588169325750773,30.034485367391394,43.90051417896754
29.020774242314793,287.6277220958827,21.09885646381056,20.701659852446333,16.592610993826014,36.66627713464958,19.424727800489364,25.965550618516993,27.782400600695055,21.60780365585427,25.461930986593796,39.886121914539125
28.667387665395392,257.5414707792283,14.118120116898057,9.451149150026442,11.686044772864651,10.877779618878792,11.846402844332895,16.499497337611885,26.804475555818925,6.838279094597367,8.843322222064716,21.28662985932253
20.460502918733887,255.16252252471094,18.75469931512158,28.75963312814393,26.59025743597704,49.816290591990274,18.996758058667197,26.262322958484198,30.705975372684623,32.63742411267944,32.69775177129073,27.962622893384673
27.38653708752433,208.77763252427872,17.834745982369366,22.94652513631509,15.404170255010813,33.09614634673176,12.938800192884463,15.706615802119723,21.57107739074417,28.08037879730789,26.782072909926363,27.52018752330689
38.10610327919342,280.67714078059845,23.17619566049795,19.311767048469466,18.65000621885176,41.63879370868576,10.459364728452584,14.631503588899648,23.591756848487577,27.29371251643433,17.90163112188652,39.16536842663693
34.899657082146746,191.3978435122327,18.7103156007219,23.91587728402674,18.417374545201948,32.22618774589587,12.908063002109325,23.831089641911895,23.04284584454441,28.63053981658881,20.0827393637524,29.695625906178318
46.58276022538114,122.06882628618388,19.847245127680186,18.93651018938736,21.620694734374748,24.57931892102326,14.176601036971602,25.368140730266827,20.95056674155504,27.976404038554016,25.850623141821234,24.609001986687073
30.27155645548357,162.40207282850344,20.617763829562367,7.811270887039834,6.798945925609493,18.0542511657792,12.597813193810595,23.19098198566397,23.664852407768798,6.838279094597367,16.369895900412985,23.015761461308948
29.88497890458503,94.25068363775345,19.5097890980019,25.141172303993766,21.642440105777748,42.94559050888912,13.224613757660387,15.468132676562668,23.799942799671083,22.33633525747311,19.17945586233625,31.360528201015484
44.54700339895537,289.9094302440856,28.994812526528797,28.75963312814393,25.7663939524347,51.22152212128403,18.89508312368876,26.262322958484198,31.30243879724753,32.28826324777139,30.338818007384734,38.221194525225
46.58276022538114,289.9094302440856,26.339898747617465,28.75963312814393,26.59025743597704,51.3142548904748,19.424727800489364,26.262322958484198,31.833478594941177,33.50170055735134,31.835724430640898,40.54331078477069
28.478145720851543,183.17137437498639,23.704682468140735,28.419979335833073,25.293921111172473,41.95898651922122,10.949023641369793,15.013577128189638,18.83162510698859,24.32109859103168,20.760926110869516,30.509715701609736
37.355294326509586,193.66438135741316,10.906989876026904,28.69714540987646,17.947759740276584,17.874705447215558,13.695963999944158,18.839616044172573,21.975160452464667,22.10559135945999,17.325965833120993,18.219579382181323
44.72880529234195,245.11532965944852,23.996868842830402,18.685362677831762,18.635052450380524,36.49668436679644,11.896363382844845,25.025641613019804,33.6319448330806,9.62608750464383,24.906055182125463,27.769775619024735
17.33940614333552,36.86639311155689,8.557686028210039,7.431156597649236,6.798945925609493,19.74941601708277,6.676040564796473,8.87748641569337,9.81929168103523,14.426795433920772,8.843322222064716,15.108184862897156
28.575382096265063,209.0534670340904,14.086645679962615,9.72777313599943,6.798945925609493,18.608463279430826,13.266284241061955,13.35101541849964,18.511443489763906,6.838279094597367,20.291016826846356,33.463966595222786
42.615826952855265,194.76720442048983,18.818034531968642,27.140804767944967,26.59025743597704,53.59693030789312,18.226818474679156,26.04449241774444,31.00976710501861,32.272907105373804,31.292921203132426,38.87983259116541
29.947781171824673,225.2063095481845,14.316967389711632,11.577940285840722,7.991819909378373,19.95660205370159,8.696388149098329,26.262322958484198,17.637182328899776,14.807111606018378,16.07843142820194,27.112200476138135
33.27148152818078,106.39191952613241,17.127137803349214,9.637605551954747,14.202623281984541,36.64559950796275,13.800701199004905,18.002979609009145,21.75879393486867,19.879514001247646,13.013712481449575,23.252049214497728
35.501648601833146,254.60542100607884,19.88816802365203,22.57935714871854,22.46166304668498,53.59693030789312,16.991977458661292,23.369076176717353,26.707159309401977,20.369403359619223,28.29072597404198,33.03146336486713
28.26796262900767,153.44567361522837,19.013714557204807,22.088924203147485,21.665861482235012,36.495343212582284,13.46526931029101,19.366337665237598,19.689621898539457,11.515596609634045,17.597068896351196,19.782598580449154
36.078923077534306,205.90597206111514,15.877602632354934,17.61791134083328,12.250735245496397,20.84225125273377,13.694261639878729,13.797788228387358,16.544804929568624,27.01460690936855,27.1926037878113,27.885113659716676
26.596673120953064,36.86639311155689,24.468205891168488,22.734368932456928,22.971347483073732,53.59693030789312,11.128522076766819,15.252728127181369,18.49233706740427,21.936129729860692,28.522161748356712,27.3470003492812
20.850878431841792,223.16129654089985,16.582520461409338,15.027266237338715,10.766105251142392,22.621766575308783,11.67646631705974,17.76294889001546,18.413446091864216,22.730648673798367,14.724259862972444,27.368289918004137
